id	Protein_Name	Accession_Number	Identified_Peptide_Count	Protein_Group_Score	Description	Gene_name	Uniprot_ID
589	Group of sp|Q5ZI13|DNJC3_CHICK DnaJ homolog subfamily C member 3 OS=Gallus gallus (Chicken) OX=9031 GN=DNAJC3 PE=2 SV=1	sp|Q5ZI13|DNJC3_CHICK (+1)	1	0.9993786829872988	DnaJ homolog subfamily C member 3	DNAJC3	Q5ZI13
590	sp|P19966|TAGL_CHICK Transgelin OS=Gallus gallus (Chicken) OX=9031 GN=TAGLN PE=1 SV=3	sp|P19966|TAGL_CHICK	1	0.9993611280224286	Transgelin	TAGLN	P19966
591	tr|A0A1D5PRP9|A0A1D5PRP9_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=IGFBP3 PE=4 SV=1	tr|A0A1D5PRP9|A0A1D5PRP9_CHICK	2	0.999348884972278	Uncharacterized protein	IGFBP3	A0A1D5PRP9
592	Group of tr|E1BW98|E1BW98_CHICK WD_REPEATS_REGION domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=GNB4 PE=4 SV=2	tr|E1BW98|E1BW98_CHICK (+1)	2	0.9993481140118092	WD_REPEATS_REGION domain-containing protein	GNB4	E1BW98
593	sp|Q90835|EF1A_CHICK Elongation factor 1-alpha 1 OS=Gallus gallus (Chicken) OX=9031 GN=EEF1A PE=2 SV=1	sp|Q90835|EF1A_CHICK	1	0.9993067139876075	Elongation factor 1-alpha 1	EEF1A	Q90835
594	tr|F1P1A5|F1P1A5_CHICK TRANSKETOLASE_1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=TKTL1 PE=4 SV=2	tr|F1P1A5|F1P1A5_CHICK	2	0.9993039459805004	TRANSKETOLASE_1 domain-containing protein	TKTL1	F1P1A5
595	tr|A0A3Q2U1R1|A0A3Q2U1R1_CHICK Sema domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=PLXND1 PE=4 SV=1	tr|A0A3Q2U1R1|A0A3Q2U1R1_CHICK	5	0.9992908600252122	Sema domain-containing protein	PLXND1	A0A3Q2U1R1
596	tr|A0A1D5PE96|A0A1D5PE96_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=PLS3 PE=4 SV=2	tr|A0A1D5PE96|A0A1D5PE96_CHICK	5	0.9992903820239007	Uncharacterized protein	PLS3	A0A1D5PE96
597	Group of sp|Q90617|LAMP2_CHICK Lysosome-associated membrane glycoprotein 2 OS=Gallus gallus (Chicken) OX=9031 GN=LAMP2 PE=2 SV=1	sp|Q90617|LAMP2_CHICK (+1)	3	0.9992838110192679	Lysosome-associated membrane glycoprotein 2	LAMP2	Q90617
598	tr|A0A3Q2TXN1|A0A3Q2TXN1_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000049402 PE=4 SV=1	tr|A0A3Q2TXN1|A0A3Q2TXN1_CHICK	2	0.9992813320131972	Uncharacterized protein	ENSGALG00000049402	A0A3Q2TXN1
599	sp|P04354|CALB1_CHICK Calbindin OS=Gallus gallus (Chicken) OX=9031 GN=CALB1 PE=1 SV=3	sp|P04354|CALB1_CHICK	1	0.9992776120197959	Calbindin	CALB1	P04354
600	Group of sp|P07090|CALB2_CHICK Calretinin OS=Gallus gallus (Chicken) OX=9031 GN=CALB2 PE=2 SV=3	sp|P07090|CALB2_CHICK (+1)	1	0.9992776120197959	Calretinin	CALB2	P07090
601	tr|A0A1D5PFA7|A0A1D5PFA7_CHICK Pept_C1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CTSZ PE=3 SV=2	tr|A0A1D5PFA7|A0A1D5PFA7_CHICK	1	0.9992708779755048	Pept_C1 domain-containing protein	CTSZ	A0A1D5PFA7
602	tr|A0A3Q2U471|A0A3Q2U471_CHICK Roundabout guidance receptor 1 OS=Gallus gallus (Chicken) OX=9031 GN=ROBO1 PE=4 SV=1	tr|A0A3Q2U471|A0A3Q2U471_CHICK	3	0.9992645240272395	Roundabout guidance receptor 1	ROBO1	A0A3Q2U471
603	Group of sp|O42146|TIMP2_CHICK Metalloproteinase inhibitor 2 OS=Gallus gallus (Chicken) OX=9031 GN=TIMP2 PE=2 SV=1	sp|O42146|TIMP2_CHICK (+1)	3	0.9992565960274078	Metalloproteinase inhibitor 2	TIMP2	O42146
604	Group of sp|P31696|AGRIN_CHICK Agrin OS=Gallus gallus (Chicken) OX=9031 GN=AGRN PE=1 SV=3	sp|P31696|AGRIN_CHICK (+1)	1	0.9992479889770038	Agrin	AGRN	P31696
605	tr|F1P2Y9|F1P2Y9_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=SPINT1 PE=4 SV=5	tr|F1P2Y9|F1P2Y9_CHICK	4	0.9992465589893982	Uncharacterized protein	SPINT1	F1P2Y9
606	tr|R4GKL8|R4GKL8_CHICK C1q domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=C1QTNF3 PE=4 SV=4	tr|R4GKL8|R4GKL8_CHICK	3	0.9992405779776163	C1q domain-containing protein	C1QTNF3	R4GKL8
607	tr|A0A1L1RJ91|A0A1L1RJ91_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000046331 PE=4 SV=2	tr|A0A1L1RJ91|A0A1L1RJ91_CHICK	9	0.9992371139815077	Uncharacterized protein	ENSGALG00000046331	A0A1L1RJ91
608	sp|P67881|CYC_CHICK Cytochrome c OS=Gallus gallus (Chicken) OX=9031 GN=CYC PE=1 SV=2	sp|P67881|CYC_CHICK	1	0.999229354027193	Cytochrome c	CYC	P67881
609	tr|A0A3Q2UIL8|A0A3Q2UIL8_CHICK Adhesion G protein-coupled receptor F5 OS=Gallus gallus (Chicken) OX=9031 GN=ADGRF5 PE=3 SV=1	tr|A0A3Q2UIL8|A0A3Q2UIL8_CHICK	1	0.9992247499758378	Adhesion G protein-coupled receptor F5	ADGRF5	A0A3Q2UIL8
610	tr|F6TS25|F6TS25_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=DNASE2B PE=4 SV=1	tr|F6TS25|F6TS25_CHICK	1	0.9992133720079437	Uncharacterized protein	DNASE2B	F6TS25
611	sp|P33717|IGF2_CHICK Insulin-like growth factor II OS=Gallus gallus (Chicken) OX=9031 GN=IGF2 PE=1 SV=2	sp|P33717|IGF2_CHICK	1	0.9992097439826466	Insulin-like growth factor II	IGF2	P33717
612	tr|A0A1L1RUM8|A0A1L1RUM8_CHICK Peptidase S1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CTSG PE=3 SV=2	tr|A0A1L1RUM8|A0A1L1RUM8_CHICK	1	0.9992045059916563	Peptidase S1 domain-containing protein	CTSG	A0A1L1RUM8
613	Group of tr|A0A1L1RZ81|A0A1L1RZ81_CHICK Peptidase S1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC112529919 PE=3 SV=2	tr|A0A1L1RZ81|A0A1L1RZ81_CHICK (+1)	2	0.9991987679968588	Peptidase S1 domain-containing protein	LOC112529919	A0A1L1RZ81
614	tr|A0A1D5P470|A0A1D5P470_CHICK Glutathione S-transferase OS=Gallus gallus (Chicken) OX=9031 GN=LOC107050492 PE=3 SV=2	tr|A0A1D5P470|A0A1D5P470_CHICK	3	0.9991982830106281	Glutathione S-transferase	LOC107050492	A0A1D5P470
615	sp|P17790|BASI_CHICK Basigin OS=Gallus gallus (Chicken) OX=9031 GN=BSG PE=1 SV=2	sp|P17790|BASI_CHICK	1	0.9991807619808242	Basigin	BSG	P17790
616	tr|A0A3Q2U4X1|A0A3Q2U4X1_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=AKNA PE=4 SV=1	tr|A0A3Q2U4X1|A0A3Q2U4X1_CHICK	1	0.9991784350131638	Uncharacterized protein	AKNA	A0A3Q2U4X1
617	Group of tr|A0A3Q2UCF5|A0A3Q2UCF5_CHICK Vacuolar protein sorting 13 homolog C OS=Gallus gallus (Chicken) OX=9031 GN=VPS13C PE=4 SV=1	tr|A0A3Q2UCF5|A0A3Q2UCF5_CHICK (+1)	1	0.9991784350131638	Vacuolar protein sorting 13 homolog C	VPS13C	A0A3Q2UCF5
618	tr|A0A1L1RQI4|A0A1L1RQI4_CHICK Brevican OS=Gallus gallus (Chicken) OX=9031 GN=BCAN PE=4 SV=1	tr|A0A1L1RQI4|A0A1L1RQI4_CHICK	3	0.9991718290257268	Brevican	BCAN	A0A1L1RQI4
619	tr|A0A3Q2U7V6|A0A3Q2U7V6_CHICK TGF_BETA_2 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC107049250 PE=3 SV=1	tr|A0A3Q2U7V6|A0A3Q2U7V6_CHICK	2	0.9991689039743505	TGF_BETA_2 domain-containing protein	LOC107049250	A0A3Q2U7V6
620	tr|F1NP59|F1NP59_CHICK Solute carrier family 39 member 10 OS=Gallus gallus (Chicken) OX=9031 GN=SLC39A10 PE=4 SV=5	tr|F1NP59|F1NP59_CHICK	1	0.9991572989965789	Solute carrier family 39 member 10	SLC39A10	F1NP59
621	tr|A0A3Q3A288|A0A3Q3A288_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=CSF1 PE=4 SV=1	tr|A0A3Q3A288|A0A3Q3A288_CHICK	1	0.9991571930004284	Uncharacterized protein	CSF1	A0A3Q3A288
622	sp|Q5ZLQ6|1433B_CHICK 14-3-3 protein beta/alpha OS=Gallus gallus (Chicken) OX=9031 GN=YWHAB PE=2 SV=1	sp|Q5ZLQ6|1433B_CHICK	4	0.999156015983317	14-3-3 protein beta/alpha	YWHAB	Q5ZLQ6
623	tr|F1NBF1|F1NBF1_CHICK Mannosidase beta OS=Gallus gallus (Chicken) OX=9031 GN=MANBA PE=4 SV=3	tr|F1NBF1|F1NBF1_CHICK	1	0.9991497219889425	Mannosidase beta	MANBA	F1NBF1
624	tr|F1NWI1|F1NWI1_CHICK Protocadherin 18 OS=Gallus gallus (Chicken) OX=9031 GN=PCDH18 PE=4 SV=2	tr|F1NWI1|F1NWI1_CHICK	2	0.9991421360173263	Protocadherin 18	PCDH18	F1NWI1
625	sp|P41366|VMO1_CHICK Vitelline membrane outer layer protein 1 OS=Gallus gallus (Chicken) OX=9031 GN=VMO1 PE=1 SV=1	sp|P41366|VMO1_CHICK	1	0.999137900013011	Vitelline membrane outer layer protein 1	VMO1	P41366
626	tr|A0A3Q2UEB3|A0A3Q2UEB3_CHICK Contactin 4 OS=Gallus gallus (Chicken) OX=9031 GN=CNTN4 PE=4 SV=1	tr|A0A3Q2UEB3|A0A3Q2UEB3_CHICK	3	0.9991359370178543	Contactin 4	CNTN4	A0A3Q2UEB3
627	tr|A0A1D5PG75|A0A1D5PG75_CHICK Gamma-glutamyltransferase 5 OS=Gallus gallus (Chicken) OX=9031 GN=GGT5 PE=4 SV=3	tr|A0A1D5PG75|A0A1D5PG75_CHICK	2	0.9990972289815545	Gamma-glutamyltransferase 5	GGT5	A0A1D5PG75
628	tr|A0A1D5NU01|A0A1D5NU01_CHICK BZIP domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ATF6B PE=4 SV=1	tr|A0A1D5NU01|A0A1D5NU01_CHICK	1	0.9990745499962941	BZIP domain-containing protein	ATF6B	A0A1D5NU01
629	tr|A0A1D5P2Y5|A0A1D5P2Y5_CHICK P-type domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=GAAGSD PE=3 SV=2	tr|A0A1D5P2Y5|A0A1D5P2Y5_CHICK	3	0.999069518991746	P-type domain-containing protein	GAAGSD	A0A1D5P2Y5
630	tr|F1NSQ3|F1NSQ3_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ADAM9 PE=4 SV=3	tr|F1NSQ3|F1NSQ3_CHICK	1	0.9990604359772988	Uncharacterized protein	ADAM9	F1NSQ3
631	tr|A0A1D5PXA6|A0A1D5PXA6_CHICK Glutaredoxin domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=SH3BGRL3 PE=4 SV=1	tr|A0A1D5PXA6|A0A1D5PXA6_CHICK	1	0.9990556560223922	Glutaredoxin domain-containing protein	SH3BGRL3	A0A1D5PXA6
632	tr|F1N871|F1N871_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=FLT4 PE=3 SV=3	tr|F1N871|F1N871_CHICK	3	0.999049104982987	Uncharacterized protein	FLT4	F1N871
633	tr|E1C032|E1C032_CHICK Olfactomedin-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=OLFML2B PE=4 SV=4	tr|E1C032|E1C032_CHICK	1	0.999049008009024	Olfactomedin-like domain-containing protein	OLFML2B	E1C032
634	tr|A0A1D5PHZ5|A0A1D5PHZ5_CHICK Peptidase_M28 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CPQ PE=4 SV=2	tr|A0A1D5PHZ5|A0A1D5PHZ5_CHICK	2	0.9990393479820341	Peptidase_M28 domain-containing protein	CPQ	A0A1D5PHZ5
635	Group of sp|Q5ZLK8|CF120_CHICK UPF0669 protein C6orf120 homolog OS=Gallus gallus (Chicken) OX=9031 GN=RCJMB04_5l6 PE=2 SV=1	sp|Q5ZLK8|CF120_CHICK (+1)	1	0.9990340090007521	UPF0669 protein C6orf120 homolog	RCJMB04_5l6	Q5ZLK8
636	tr|A0A1L1RVF4|A0A1L1RVF4_CHICK Aminopeptidase OS=Gallus gallus (Chicken) OX=9031 GN=ERAP1 PE=3 SV=1	tr|A0A1L1RVF4|A0A1L1RVF4_CHICK	5	0.9990280490019359	Aminopeptidase	ERAP1	A0A1L1RVF4
637	Group of sp|P51887|FMOD_CHICK Fibromodulin OS=Gallus gallus (Chicken) OX=9031 GN=FMOD PE=2 SV=1	sp|P51887|FMOD_CHICK (+1)	3	0.9990168230142444	Fibromodulin	FMOD	P51887
638	sp|Q90762|CADH6_CHICK Cadherin-6 OS=Gallus gallus (Chicken) OX=9031 GN=CDH6 PE=2 SV=1	sp|Q90762|CADH6_CHICK	1	0.9990121229784563	Cadherin-6	CDH6	Q90762
640	Group of tr|A0A1D5P8L6|A0A1D5P8L6_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000029783 PE=3 SV=2	tr|A0A1D5P8L6|A0A1D5P8L6_CHICK (+2)	1	0.9990074839442968	Uncharacterized protein	ENSGALG00000029783	A0A1D5P8L6
641	tr|F1NPG2|F1NPG2_CHICK Isocitrate dehydrogenase [NADP] OS=Gallus gallus (Chicken) OX=9031 GN=IDH1 PE=3 SV=2	tr|F1NPG2|F1NPG2_CHICK	7	0.9990049679763615	Isocitrate dehydrogenase [NADP]	IDH1	F1NPG2
642	sp|F1NSM7|OC116_CHICK Ovocleidin-116 OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000010927 PE=1 SV=1	sp|F1NSM7|OC116_CHICK	2	0.9989669000497088	Ovocleidin-116	ENSGALG00000010927	F1NSM7
643	sp|P02701|AVID_CHICK Avidin OS=Gallus gallus (Chicken) OX=9031 GN=AVD PE=1 SV=3	sp|P02701|AVID_CHICK	1	0.9989566300064325	Avidin	AVD	P02701
644	tr|A0A1L1RX38|A0A1L1RX38_CHICK Catalase OS=Gallus gallus (Chicken) OX=9031 GN=CAT PE=3 SV=1	tr|A0A1L1RX38|A0A1L1RX38_CHICK	2	0.9989328599767759	Catalase	CAT	A0A1L1RX38
646	Group of sp|P09102|PDIA1_CHICK Protein disulfide-isomerase OS=Gallus gallus (Chicken) OX=9031 GN=P4HB PE=1 SV=3	sp|P09102|PDIA1_CHICK (+1)	3	0.9989117799559608	Protein disulfide-isomerase	P4HB	P09102
647	tr|F1NIZ9|F1NIZ9_CHICK Sema domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=SEMA7A PE=3 SV=2	tr|F1NIZ9|F1NIZ9_CHICK	3	0.998906229971908	Sema domain-containing protein	SEMA7A	F1NIZ9
648	Group of sp|O93256|K1C19_CHICK Keratin, type I cytoskeletal 19 OS=Gallus gallus (Chicken) OX=9031 GN=KRT19 PE=2 SV=1	sp|O93256|K1C19_CHICK (+1)	3	0.9989020200446248	Keratin, type I cytoskeletal 19	KRT19	O93256
649	sp|Q91987|NTRK2_CHICK BDNF/NT-3 growth factors receptor OS=Gallus gallus (Chicken) OX=9031 GN=NTRK2 PE=1 SV=1	sp|Q91987|NTRK2_CHICK	2	0.9988899100571871	BDNF/NT-3 growth factors receptor	NTRK2	Q91987
650	tr|E1BQ45|E1BQ45_CHICK Matrilin 4 OS=Gallus gallus (Chicken) OX=9031 GN=MATN4 PE=4 SV=3	tr|E1BQ45|E1BQ45_CHICK	1	0.9988894399721175	Matrilin 4	MATN4	E1BQ45
651	tr|Q5ZK57|Q5ZK57_CHICK Hexosyltransferase OS=Gallus gallus (Chicken) OX=9031 GN=B3GNT2 PE=2 SV=1	tr|Q5ZK57|Q5ZK57_CHICK	1	0.998883799999021	Hexosyltransferase	B3GNT2	Q5ZK57
652	tr|A0A1D5P8G1|A0A1D5P8G1_CHICK Adhesion G protein-coupled receptor G1 OS=Gallus gallus (Chicken) OX=9031 GN=ADGRG1 PE=3 SV=1	tr|A0A1D5P8G1|A0A1D5P8G1_CHICK	1	0.9988514099968597	Adhesion G protein-coupled receptor G1	ADGRG1	A0A1D5P8G1
653	Group of sp|P51641|CNTFR_CHICK Ciliary neurotrophic factor receptor subunit alpha OS=Gallus gallus (Chicken) OX=9031 GN=CNTFR PE=2 SV=1	sp|P51641|CNTFR_CHICK (+1)	2	0.9988452199613675	Ciliary neurotrophic factor receptor subunit alpha	CNTFR	P51641
654	tr|A0A1D5PME9|A0A1D5PME9_CHICK Leucine rich repeat containing 15 OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000046461 PE=4 SV=2	tr|A0A1D5PME9|A0A1D5PME9_CHICK	1	0.9988413599785417	Leucine rich repeat containing 15	ENSGALG00000046461	A0A1D5PME9
655	tr|E1BVA2|E1BVA2_CHICK Lysyl oxidase like 4 OS=Gallus gallus (Chicken) OX=9031 GN=LOXL4 PE=4 SV=4	tr|E1BVA2|E1BVA2_CHICK	1	0.9988386699697003	Lysyl oxidase like 4	LOXL4	E1BVA2
656	Group of sp|P24802|PLOD1_CHICK Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Gallus gallus (Chicken) OX=9031 GN=PLOD1 PE=1 SV=1	sp|P24802|PLOD1_CHICK (+1)	1	0.9988328700419515	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	PLOD1	P24802
657	Group of sp|P00793|PEPA_CHICK Pepsin A OS=Gallus gallus (Chicken) OX=9031 GN=PGA PE=1 SV=1	sp|P00793|PEPA_CHICK (+1)	2	0.9988175500184298	Pepsin A	PGA	P00793
658	tr|F1NE57|F1NE57_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ANGPTL2 PE=4 SV=2	tr|F1NE57|F1NE57_CHICK	2	0.9988038199953735	Fibrinogen C-terminal domain-containing protein	ANGPTL2	F1NE57
659	tr|A0A1D5PIZ1|A0A1D5PIZ1_CHICK Peptidase_M3 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=THOP1 PE=3 SV=1	tr|A0A1D5PIZ1|A0A1D5PIZ1_CHICK	3	0.9987406199797988	Peptidase_M3 domain-containing protein	THOP1	A0A1D5PIZ1
660	Group of sp|Q9PUU8|CNMD_CHICK Leukocyte cell-derived chemotaxin 1 OS=Gallus gallus (Chicken) OX=9031 GN=CNMD PE=2 SV=1	sp|Q9PUU8|CNMD_CHICK (+1)	1	0.9987343399552628	Leukocyte cell-derived chemotaxin 1	CNMD	Q9PUU8
661	tr|F1NEF6|F1NEF6_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ACAD9 PE=3 SV=3	tr|F1NEF6|F1NEF6_CHICK	1	0.9987121600424871	Uncharacterized protein	ACAD9	F1NEF6
662	Group of sp|P09654|VIME_CHICK Vimentin OS=Gallus gallus (Chicken) OX=9031 GN=VIM PE=3 SV=2	sp|P09654|VIME_CHICK (+1)	2	0.9987050700001419	Vimentin	VIM	P09654
663	Group of sp|Q5ZJ23|ASSY_CHICK Argininosuccinate synthase OS=Gallus gallus (Chicken) OX=9031 GN=ASS1 PE=2 SV=1	sp|Q5ZJ23|ASSY_CHICK (+1)	1	0.9986856300383806	Argininosuccinate synthase	ASS1	Q5ZJ23
665	tr|E1BTU5|E1BTU5_CHICK Ectonucleotide pyrophosphatase/phosphodiesterase 7 OS=Gallus gallus (Chicken) OX=9031 GN=ENPP7 PE=4 SV=3	tr|E1BTU5|E1BTU5_CHICK	1	0.9985892700497061	Ectonucleotide pyrophosphatase/phosphodiesterase 7	ENPP7	E1BTU5
666	tr|A0A1D5PR76|A0A1D5PR76_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=PTPRC PE=4 SV=1	tr|A0A1D5PR76|A0A1D5PR76_CHICK	1	0.9985804699826986	Uncharacterized protein	PTPRC	A0A1D5PR76
667	Group of sp|Q91048|PTK7_CHICK Inactive tyrosine-protein kinase 7 OS=Gallus gallus (Chicken) OX=9031 GN=PTK7 PE=2 SV=1	sp|Q91048|PTK7_CHICK (+1)	1	0.9985718500101939	Inactive tyrosine-protein kinase 7	PTK7	Q91048
668	Group of tr|A0A1D5NTE7|A0A1D5NTE7_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000042819 PE=4 SV=2	tr|A0A1D5NTE7|A0A1D5NTE7_CHICK (+1)	1	0.9985586799448356	Fibrinogen C-terminal domain-containing protein	ENSGALG00000042819	A0A1D5NTE7
671	tr|A0A1D5PUF7|A0A1D5PUF7_CHICK Epimerase domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=TSTA3 PE=3 SV=1	tr|A0A1D5PUF7|A0A1D5PUF7_CHICK	1	0.9985256199724972	Epimerase domain-containing protein	TSTA3	A0A1D5PUF7
672	Group of tr|A0A1D5PSH8|A0A1D5PSH8_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=B4GALT2 PE=4 SV=1	tr|A0A1D5PSH8|A0A1D5PSH8_CHICK (+1)	1	0.9985176699701697	Uncharacterized protein	B4GALT2	A0A1D5PSH8
673	Group of sp|Q9W6V2|NEGR1_CHICK Neuronal growth regulator 1 OS=Gallus gallus (Chicken) OX=9031 GN=NEGR1 PE=1 SV=1	sp|Q9W6V2|NEGR1_CHICK (+1)	1	0.9985147400293499	Neuronal growth regulator 1	NEGR1	Q9W6V2
674	tr|A0A3Q2TT76|A0A3Q2TT76_CHICK Xylosyltransferase 1 OS=Gallus gallus (Chicken) OX=9031 GN=XYLT1 PE=4 SV=1	tr|A0A3Q2TT76|A0A3Q2TT76_CHICK	1	0.9984698300249875	Xylosyltransferase 1	XYLT1	A0A3Q2TT76
675	tr|A0A1L1RV25|A0A1L1RV25_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC416755 PE=4 SV=2	tr|A0A1L1RV25|A0A1L1RV25_CHICK	2	0.9984679500339553	Uncharacterized protein	LOC416755	A0A1L1RV25
676	tr|A0A3Q2UG28|A0A3Q2UG28_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000052741 PE=4 SV=1	tr|A0A3Q2UG28|A0A3Q2UG28_CHICK	1	0.9984281900105998	Uncharacterized protein	ENSGALG00000052741	A0A3Q2UG28
677	Group of sp|Q9W770|SPON1_CHICK Spondin-1 OS=Gallus gallus (Chicken) OX=9031 GN=SPON1 PE=2 SV=1	sp|Q9W770|SPON1_CHICK (+1)	2	0.9984075999818742	Spondin-1	SPON1	Q9W770
678	tr|F1NSV3|F1NSV3_CHICK Cytokine like 1 OS=Gallus gallus (Chicken) OX=9031 GN=CYTL1 PE=4 SV=2	tr|F1NSV3|F1NSV3_CHICK	2	0.9984023099532351	Cytokine like 1	CYTL1	F1NSV3
679	tr|A0A3Q3A2R2|A0A3Q3A2R2_CHICK Ig-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000049061 PE=4 SV=1	tr|A0A3Q3A2R2|A0A3Q3A2R2_CHICK	4	0.998378389980644	Ig-like domain-containing protein	ENSGALG00000049061	A0A3Q3A2R2
680	tr|A0A1D5P560|A0A1D5P560_CHICK Integrin beta OS=Gallus gallus (Chicken) OX=9031 GN=ITGB5 PE=3 SV=1	tr|A0A1D5P560|A0A1D5P560_CHICK	1	0.9983322899788618	Integrin beta	ITGB5	A0A1D5P560
681	tr|F6S174|F6S174_CHICK HECT domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=UBE3B PE=4 SV=2	tr|F6S174|F6S174_CHICK	1	0.998331889975816	HECT domain-containing protein	UBE3B	F6S174
682	tr|A0A3Q2TRX4|A0A3Q2TRX4_CHICK Spondin domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=SPON2 PE=4 SV=1	tr|A0A3Q2TRX4|A0A3Q2TRX4_CHICK	2	0.9983151899650693	Spondin domain-containing protein	SPON2	A0A3Q2TRX4
683	tr|E1BTT1|E1BTT1_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=TPPNR1L PE=4 SV=4	tr|E1BTT1|E1BTT1_CHICK	1	0.9983125199796632	Uncharacterized protein	TPPNR1L	E1BTT1
684	Group of sp|Q2LK94|COL11_CHICK Collectin-11 OS=Gallus gallus (Chicken) OX=9031 GN=COLEC11 PE=2 SV=1	sp|Q2LK94|COL11_CHICK (+1)	2	0.9982975600287318	Collectin-11	COLEC11	Q2LK94
685	tr|F1NHG8|F1NHG8_CHICK Cystatin domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CSTA PE=3 SV=3	tr|F1NHG8|F1NHG8_CHICK	2	0.9982935499865562	Cystatin domain-containing protein	CSTA	F1NHG8
686	tr|F1N8T2|F1N8T2_CHICK VWFA domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ITGA2 PE=3 SV=2	tr|F1N8T2|F1N8T2_CHICK	1	0.9982663800474256	VWFA domain-containing protein	ITGA2	F1N8T2
687	tr|F1NTY3|F1NTY3_CHICK Ig-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=LRRC4C PE=4 SV=2	tr|F1NTY3|F1NTY3_CHICK	2	0.9982476299628615	Ig-like domain-containing protein	LRRC4C	F1NTY3
688	Group of sp|Q9PU45|RADI_CHICK Radixin OS=Gallus gallus (Chicken) OX=9031 GN=RDX PE=2 SV=1	sp|Q9PU45|RADI_CHICK (+3)	2	0.9982262599514797	Radixin	RDX	Q9PU45
689	tr|E1C0Q6|E1C0Q6_CHICK Non-specific serine/threonine protein kinase OS=Gallus gallus (Chicken) OX=9031 GN=ATM PE=3 SV=3	tr|E1C0Q6|E1C0Q6_CHICK	1	0.9981981699820608	Non-specific serine/threonine protein kinase	ATM	E1C0Q6
690	tr|A0A1D5PSQ1|A0A1D5PSQ1_CHICK A2M_N_2 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000031659 PE=4 SV=2	tr|A0A1D5PSQ1|A0A1D5PSQ1_CHICK	1	0.9981816400540993	A2M_N_2 domain-containing protein	ENSGALG00000031659	A0A1D5PSQ1
691	tr|A0A1D5P6E0|A0A1D5P6E0_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=LOC100857714 PE=4 SV=2	tr|A0A1D5P6E0|A0A1D5P6E0_CHICK	1	0.9981392900226638	Uncharacterized protein	LOC100857714	A0A1D5P6E0
